customer_id,First name,Last name,gender,language,agree_for_promo,autopay_card,customer_category,status,data_of_birth,customer_since,email,region,termination_date,MSISDN
23,James,Gagnon,male,French,0,Yes, physical,active,09.03.1947,13.02.2021,James.Gagnon15060@gmail.com,Quebec,,+14509337717
24,Leo,Nadeau,male,English,1,No, physical,active,16.04.1953,09.07.2021,Leo.Nadeau22169@yahoo.com,Saskatchewan,,+13067088803
25,Zoey,Levesque,female,English,1,Yes, physical,active,17.02.1952,10.04.2021,Zoey.Levesque37834@gmx.com,Saskatchewan,,+16398918643
26,Lily,Evans,female,English,1,No, physical,active,26.06.1990,15.02.2020,Lily.Evans13200@gmx.com,Ontario,,+12492112429
27,Owen,Johnston,male,French,1,Yes, physical,active,25.08.1963,09.01.2020,Owen.Johnston75739@mail.com,Alberta,,+18257543029
28,Grayson,Lewis,male,French,1,No, physical,active,16.10.1948,25.11.2020,Grayson.Lewis3369@mail.com,British Columbia,,+12361411647
29,Zoey,Anderson,female,English,1,No, physical,active,07.10.1967,09.08.2020,Zoey.Anderson24504@hotmail.com,Ontario,,+19054314116
30,Charlotte,Hall,female,English,1,Yes, physical,active,10.12.1973,02.07.2021,Charlotte.Hall48678@hotmail.com,Alberta,,+17808150109
31,Ava,Davis,female,English,1,Yes, physical,active,14.11.1968,27.12.2020,Ava.Davis74327@gmail.com,Ontario,,+15198125827
32,Mason,Lapointe,male,French,1,Yes, physical,active,01.09.1948,30.05.2020,Mason.Lapointe5775@hotmail.com,Ontario,,+17059925690
33,Lucas,Ouellet,male,English,1,Yes, physical,active,04.07.1975,27.07.2021,Lucas.Ouellet32284@yahoo.com,Ontario,,+16134245479
34,Lily,Landry,female,English,1,Yes, physical,active,07.08.1978,13.04.2021,Lily.Landry89874@yahoo.com,Quebec,,+13679079614
35,Sophia,Davis,female,French,1,No, physical,active,09.02.1953,08.06.2020,Sophia.Davis51455@gmx.com,Ontario,,+12266378105
36,Benjamin,Gagnon,male,French,0,Yes, physical,active,28.05.1955,16.10.2021,Benjamin.Gagnon59769@hotmail.com,Quebec,,+14189411777
37,Mason,Morin,male,English,0,No, physical,active,07.08.1953,13.07.2021,Mason.Morin58152@aol.com,Quebec,,+14501735976
38,Mila,Gill,female,English,1,Yes,business,active,27.06.1944,29.04.2021,Mila.Gill60966@hotmail.com,Ontario,2020-08-13,+14378239161
39,James,Lewis,male,English,1,Yes, physical,active,27.05.1948,17.01.2021,James.Lewis77562@aol.com,Ontario,2020-05-15,+19051426934
40,Ethan,Hall,male,French,0,No, physical,active,02.01.1950,04.01.2020,Ethan.Hall38347@aol.com,Alberta,,+17803201675
41,Chloe,Richard,female,English,0,Yes, physical,active,20.08.1941,21.06.2021,Chloe.Richard62371@gmail.com,Alberta,,+15874573157
42,Emma,Murray,female,English,0,Yes, physical,active,12.02.1977,18.01.2021,Emma.Murray19554@hotmail.com,Nova Scotia,,+17829352861
43,Emma,Morrison,female,English,0,No, physical,active,29.08.2001,21.12.2021,Emma.Morrison72362@gmx.com,Quebec,,+14387654947
44,Jack,Bouchard,male,English,0,No, physical,active,06.11.1961,16.06.2020,Jack.Bouchard22590@yahoo.com,Quebec,,+13673408540
45,Lucas,Chen,male,English,1,Yes, physical,active,23.03.1953,07.02.2021,Lucas.Chen12263@hotmail.com,British Columbia,,+17786155861
46,Avery,Patel,female,English,0,Yes, physical,active,22.11.1941,18.02.2020,Avery.Patel68590@aol.com,Quebec,2020-06-20,+18737699214
47,Isabella,Cote,female,English,0,Yes, physical,active,13.09.2001,24.02.2020,Isabella.Cote76462@hotmail.com,British Columbia,,+17782601558
48,Mila,Khan,female,English,1,No, physical,active,31.10.1955,25.11.2020,Mila.Khan59653@mail.com,Ontario,,+15486092919
49,Olivia,Bouchard,female,English,0,No, physical,active,27.05.1982,13.07.2020,Olivia.Bouchard6978@hotmail.com,Ontario,,+15192157405
50,Liam,Johnston,male,French,1,No, physical,inactive,06.12.1990,03.02.2021,Liam.Johnston83656@gmail.com,Ontario,2019-07-14,+12493548231
51,Noah,Martin,male,English,1,Yes, physical,active,11.10.1963,07.10.2021,Noah.Martin46233@mail.com,Saskatchewan,,+16397128362
52,Leo,Johnston,male,English,0,No,business,inactive,02.09.1950,23.11.2021,Leo.Johnston47386@hotmail.com,Quebec,,+13677179176
53,Levi,Lapointe,male,English,1,Yes, physical,inactive,27.12.1994,13.03.2020,Levi.Lapointe84689@mail.com,Quebec,2020-05-30,+14506910372
54,Leah,Levesque,female,English,1,No, physical,active,01.06.1941,07.03.2020,Leah.Levesque86529@mail.com,Quebec,,+15147773520
55,Isla,Khan,female,English,1,Yes,business,active,17.04.1978,28.10.2020,Isla.Khan30760@hotmail.com,Ontario,2019-08-05,+16133224910
56,Zoey,Bouchard,female,French,1,Yes, physical,active,13.07.1967,04.10.2020,Zoey.Bouchard46819@mail.com,Alberta,,+15878776127
57,Emma,Lavoie,female,English,1,Yes, physical,active,22.07.1983,03.12.2021,Emma.Lavoie14794@hotmail.com,Ontario,,+12261421577
58,Isabella,Girard,female,English,0,No, physical,active,24.01.2003,13.06.2020,Isabella.Girard36774@hotmail.com,New Brunswick,,+15063793835
59,Ellie,Johnson,female,English,1,Yes, physical,inactive,25.12.1943,11.06.2020,Ellie.Johnson41165@gmail.com,Manitoba,,+12047360588
60,Miles,Jackson,male,English,0,Yes, physical,active,26.11.1969,02.02.2021,Miles.Jackson35225@gmail.com,British Columbia,,+16041604051
61,Lucas,Gauthier,male,English,1,No, physical,active,06.07.1952,27.10.2021,Lucas.Gauthier88962@gmx.com,Quebec,,+15148864858
62,Charlotte,Johnston,female,English,1,Yes, physical,active,12.06.1990,04.09.2020,Charlotte.Johnston15786@gmx.com,Quebec,,+18739336726
63,Hannah,Robinson,female,English,0,No, physical,inactive,30.08.1966,04.12.2020,Hannah.Robinson59285@yahoo.com,Ontario,,+14376351896
64,James,Jackson,male,French,0,Yes, physical,active,15.09.1982,19.06.2020,James.Jackson75091@gmx.com,Nova Scotia,,+19027929559
65,Hannah,Pelletier,female,English,1,No,business,active,17.10.1995,08.06.2020,Hannah.Pelletier81431@yahoo.com,Quebec,2020-09-22,+18195283308
66,Mila,Jackson,female,French,0,Yes, physical,active,21.07.1965,10.12.2021,Mila.Jackson39658@mail.com,Quebec,2020-07-05,+18733113055
67,Levi,Davis,male,English,0,No, physical,active,19.11.2002,11.05.2020,Levi.Davis36255@hotmail.com,Saskatchewan,,+13067475070
68,Charlie,MacDonald,female,English,1,No, physical,active,10.10.1973,06.08.2021,Charlie.MacDonald35032@yahoo.com,Quebec,,+18736426291
69,Charlie,Gill,female,English,0,No,business,active,12.06.1972,25.02.2020,Charlie.Gill57967@mail.com,Nova Scotia,2019-12-07,+17821415062
70,Luca,Fortin,male,English,0,No, physical,active,10.11.1945,22.10.2020,Luca.Fortin6011@mail.com,British Columbia,,+16049426046
71,Liam,King,male,English,1,Yes, physical,active,09.10.1941,23.11.2020,Liam.King80127@mail.com,Ontario,,+14168427936
72,Sophia,Johnson,female,French,1,Yes, physical,active,27.09.1967,25.03.2020,Sophia.Johnson40541@gmail.com,Ontario,2020-04-10,+18071386795
73,Henry,Bouchard,male,English,1,No, physical,active,28.07.1966,10.01.2021,Henry.Bouchard65971@mail.com,Quebec,2019-05-30,+13672820072
74,Oliver,Fortin,male,English,0,No,business,inactive,02.04.1985,12.08.2020,Oliver.Fortin37019@aol.com,Newfoundland and Labrador,,+17095893390
75,Zoey,Cameron,female,English,0,No, physical,active,11.04.1976,15.06.2020,Zoey.Cameron82213@hotmail.com,Ontario,2021-04-30,+19057568911
76,Mia,Evans,female,English,1,No, physical,active,22.11.1961,28.01.2020,Mia.Evans28605@hotmail.com,Ontario,,+15193432711
77,Isabella,Morrison,female,English,1,No, physical,active,08.09.1952,05.11.2020,Isabella.Morrison12274@aol.com,Ontario,,+12898262749
78,Nora,Girard,female,English,0,Yes, physical,inactive,13.02.2003,30.09.2021,Nora.Girard98243@yahoo.com,Quebec,,+14181240414
79,Abigail,Leblanc,female,English,1,No, physical,inactive,11.10.1985,11.11.2021,Abigail.Leblanc69447@aol.com,Saskatchewan,,+16393123362
80,Isabella,Pelletier,female,English,0,Yes,business,active,21.04.1965,05.09.2020,Isabella.Pelletier60998@mail.com,Ontario,,+18072513220
81,Jackson,King,male,French,1,Yes, physical,active,26.03.1984,22.03.2020,Jackson.King75620@mail.com,Ontario,2020-02-15,+14162866551
82,Hannah,Lin,female,English,1,Yes, physical,active,09.08.1971,01.06.2020,Hannah.Lin50308@aol.com,Ontario,,+12895443051
83,Luca,Patel,male,English,1,Yes, physical,active,19.01.1990,16.01.2021,Luca.Patel29526@yahoo.com,Saskatchewan,,+16397151230
84,Amelia,Hall,female,English,1,Yes, physical,active,20.08.1994,02.02.2021,Amelia.Hall18209@mail.com,Quebec,,+15819272319
85,Zoey,Khan,female,Chinese,0,Yes, physical,inactive,28.08.1984,11.12.2021,Zoey.Khan13723@gmail.com,Ontario,,+19052998016
86,Noah,Peters,male,English,0,Yes, physical,active,06.08.1952,29.09.2020,Noah.Peters61446@aol.com,Ontario,,+13437930480
87,Ellie,Johnston,female,French,1,Yes, physical,active,07.03.1956,28.05.2020,Ellie.Johnston19073@hotmail.com,Ontario,,+12269039063
88,Mila,Gauthier,female,English,1,No, physical,active,17.01.1955,13.07.2021,Mila.Gauthier75309@aol.com,British Columbia,,+17786655082
89,Levi,Patel,male,French,1,Yes, physical,active,05.11.1949,24.05.2021,Levi.Patel69649@hotmail.com,Saskatchewan,,+13062506949
90,Isla,Belanger,female,English,0,No, physical,active,30.01.1993,23.04.2020,Isla.Belanger42061@mail.com,New Brunswick,,+15068914377
91,James,Martin,male,English,0,Yes, physical,active,16.09.1964,17.05.2020,James.Martin68324@mail.com,Manitoba,2020-01-25,+12043935087
92,Nathan,Johnston,male,English,1,Yes, physical,active,17.12.1964,17.03.2020,Nathan.Johnston86631@hotmail.com,Ontario,,+13434490922
93,Leo,Levesque,male,Chinese,1,No, physical,active,06.04.1984,03.08.2020,Leo.Levesque78388@aol.com,Alberta,,+15874656476
94,Benjamin,Rogen,male,English,1,Yes, physical,active,28.11.1987,17.09.2020,Benjamin.Rogen91758@hotmail.com,Saskatchewan,,+13065550647
95,Luca,Ouellet,male,English,0,No, physical,active,19.09.1994,20.04.2020,Luca.Ouellet34537@aol.com,Ontario,2019-04-28,+13438770077
96,Riley,Patel,female,French,0,Yes, physical,active,27.05.1953,10.02.2021,Riley.Patel94864@aol.com,Ontario,,+14373909228
97,Nathan,Johnston,male,English,1,No, physical,active,25.02.1960,29.09.2020,Nathan.Johnston52155@gmail.com,Ontario,2019-02-28,+16134716532
98,Miles,Landry,male,English,0,Yes, physical,active,29.03.1955,05.02.2020,Miles.Landry87127@yahoo.com,Nova Scotia,,+17824020792
99,Leah,Johnson,female,English,0,No, physical,active,15.11.1977,23.08.2021,Leah.Johnson54473@mail.com,Ontario,,+12265855821
100,Lucas,Pelletier,male,English,0,Yes, physical,active,18.03.1989,24.11.2021,Lucas.Pelletier32442@yahoo.com,Quebec,2018-09-07,+14389163728
101,Lily,Johnston,female,English,0,No, physical,active,10.12.1963,24.05.2021,Lily.Johnston71751@mail.com,Quebec,,+14388322005
102,Owen,Peters,male,English,1,No, physical,active,28.08.1980,29.02.2020,Owen.Peters48067@mail.com,Ontario,2019-05-03,+14371551439
103,Henry,Martin,male,English,1,Yes, physical,active,20.06.1975,04.11.2021,Henry.Martin5239@mail.com,Quebec,2019-09-08,+18193265353
104,Isla,Cote,female,English,0,Yes, physical,inactive,19.08.1967,18.07.2021,Isla.Cote60192@gmail.com,Alberta,2020-08-30,+15874841907
105,Benjamin,Levesque,male,English,1,Yes, physical,active,29.09.1941,16.02.2020,Benjamin.Levesque74064@gmx.com,Ontario,,+16479064595
106,James,Michaud,male,French,1,No, physical,active,18.12.1941,22.08.2021,James.Michaud71526@yahoo.com,Ontario,,+15198825593
107,Scarlett,Johnston,female,English,1,No, physical,active,17.02.1979,03.06.2020,Scarlett.Johnston74358@yahoo.com,Quebec,,+14388918667
108,Mateo,Reynolds,male,English,1,No,business,active,31.05.1941,18.09.2020,Mateo.Reynolds34755@gmx.com,Alberta,,+17803284119
109,Nora,Lewis,female,French,0,Yes, physical,active,05.10.1954,06.04.2020,Nora.Lewis20884@gmx.com,Nova Scotia,,+17828309793
110,Jacob,Michaud,male,English,0,Yes, physical,active,27.07.1952,11.10.2020,Jacob.Michaud89359@gmail.com,Ontario,,+17057213276
111,Nora,Hall,female,English,1,No, physical,active,27.04.1984,18.05.2021,Nora.Hall7216@gmail.com,Nova Scotia,,+17823241259
112,Jack,Cote,male,English,1,No, physical,inactive,14.12.1982,06.09.2020,Jack.Cote59722@mail.com,Ontario,,+17056008005
113,James,Davis,male,English,0,Yes, physical,active,26.07.1977,15.05.2020,James.Davis92554@yahoo.com,Ontario,,+19054207566
114,Mateo,Campbell,male,English,1,No, physical,active,28.01.1989,09.08.2021,Mateo.Campbell38841@aol.com,Ontario,,+16139967385
115,Sophia,Mitchell,female,French,1,No, physical,active,14.10.1962,01.01.2020,Sophia.Mitchell90279@yahoo.com,Alberta,2020-09-20,+15871438083
116,Everly,Gauthier,female,Chinese,1,Yes, physical,active,25.03.1945,22.10.2020,Everly.Gauthier58223@gmx.com,British Columbia,,+12509717860
117,Levi,Morin,male,English,1,Yes, physical,active,27.02.1945,19.08.2021,Levi.Morin90886@yahoo.com,Alberta,,+14036771277
118,Charlie,Reynolds,female,English,0,Yes, physical,inactive,27.11.1946,14.11.2021,Charlie.Reynolds49085@mail.com,Quebec,,+14384693590
119,Jack,Cote,male,English,0,No, physical,inactive,05.12.1991,07.04.2020,Jack.Cote86924@aol.com,British Columbia,,+16723467847
120,Isabella,Girard,female,English,0,Yes, physical,inactive,13.04.1973,08.08.2021,Isabella.Girard52741@hotmail.com,Quebec,2019-10-11,+13673285778
121,Henry,Evans,male,English,0,No, physical,active,13.07.1983,22.06.2021,Henry.Evans15558@gmail.com,British Columbia,,+16727324553
122,Charlotte,Morin,female,French,0,No, physical,active,28.08.1949,30.06.2020,Charlotte.Morin5135@hotmail.com,Quebec,2021-04-03,+15145928345
123,Oliver,Murphy,male,English,1,No, physical,active,08.01.1996,11.01.2020,Oliver.Murphy20304@hotmail.com,Nova Scotia,,+19025706609
124,Riley,King,female,French,0,No, physical,active,01.03.1984,12.06.2021,Riley.King28617@yahoo.com,Ontario,,+16132464855
125,Lucas,Richard,male,English,1,Yes, physical,active,04.02.1941,06.01.2020,Lucas.Richard26207@mail.com,Ontario,,+13654882705
126,Leah,Khan,female,French,0,No, physical,active,25.03.2002,05.08.2021,Leah.Khan50038@yahoo.com,Ontario,,+12265423731
127,Everly,Leblanc,female,French,1,Yes, physical,active,31.07.1964,28.07.2020,Everly.Leblanc84862@gmail.com,Alberta,,+15877075408
128,Oliver,Robinson,male,French,0,Yes, physical,active,09.07.1940,26.09.2021,Oliver.Robinson32679@yahoo.com,Quebec,,+14182934974
129,Alexander,Morin,male,English,0,No, physical,active,02.02.2003,18.10.2020,Alexander.Morin1143@gmx.com,Alberta,,+14036113934
130,Olivia,King,female,French,1,No, physical,active,29.06.1982,07.06.2020,Olivia.King30909@gmx.com,Quebec,,+13677805172
131,Grayson,Harris,male,English,0,Yes, physical,inactive,21.01.1980,28.02.2021,Grayson.Harris89076@gmx.com,Ontario,,+12498570873
132,Lucas,Robinson,male,English,1,No, physical,active,29.10.1978,13.09.2021,Lucas.Robinson4454@yahoo.com,Manitoba,,+14319542716
133,James,King,male,English,0,Yes, physical,active,09.03.2000,10.05.2021,James.King23108@hotmail.com,Ontario,,+12261797740
134,Charlotte,Fortin,female,French,1,No,business,active,05.08.1948,01.06.2020,Charlotte.Fortin50037@yahoo.com,Newfoundland and Labrador,,+17094385991
135,Ellie,MacDonald,female,English,1,Yes, physical,active,25.05.1961,01.03.2020,Ellie.MacDonald94022@hotmail.com,Quebec,,+18731237420
136,Chloe,Lewis,female,French,1,Yes, physical,active,19.01.1983,12.08.2021,Chloe.Lewis37015@gmail.com,Quebec,2021-09-30,+18198334456
137,Jacob,Rogen,male,English,0,No, physical,active,25.03.1990,09.03.2020,Jacob.Rogen40641@hotmail.com,Nova Scotia,,+19027249740
138,Olivia,Nguyen,female,English,0,No, physical,active,20.09.1957,15.03.2021,Olivia.Nguyen92887@gmx.com,British Columbia,,+16043882947
139,Elliot,Murray,male,English,0,Yes, physical,active,13.11.1955,07.10.2021,Elliot.Murray15108@gmail.com,British Columbia,,+16728887248
140,Elliot,Girard,male,English,1,No, physical,active,28.12.1952,25.06.2021,Elliot.Girard31058@aol.com,British Columbia,2020-02-11,+17789992465
141,Mateo,Michaud,male,English,1,Yes, physical,active,01.07.1975,28.11.2021,Mateo.Michaud44424@gmx.com,Ontario,,+16474473988
142,Sophia,Richard,female,English,1,Yes, physical,active,17.05.1968,21.03.2020,Sophia.Richard87800@gmail.com,New Brunswick,,+15061254624
143,Avery,Gagnon,female,English,0,Yes, physical,active,08.05.2000,10.01.2020,Avery.Gagnon67394@mail.com,Alberta,,+18251614839
144,Jack,Campbell,male,English,1,Yes, physical,inactive,03.04.1943,01.07.2020,Jack.Campbell11523@aol.com,Quebec,,+15149473990
145,Isabella,Harris,female,English,0,Yes, physical,inactive,03.01.1998,19.08.2021,Isabella.Harris46727@gmx.com,Ontario,,+12267731194
146,Ella,Robinson,female,English,1,Yes, physical,active,16.02.1956,16.06.2020,Ella.Robinson82477@aol.com,Manitoba,,+14318179115
147,Miles,Girard,male,French,1,Yes, physical,active,24.12.1974,09.02.2021,Miles.Girard87259@yahoo.com,Manitoba,,+12046417563
148,Chloe,Chen,female,English,1,No, physical,active,18.06.1963,04.09.2021,Chloe.Chen1498@gmail.com,Ontario,,+14379172261
149,Everly,Leblanc,female,Chinese,0,Yes, physical,active,08.10.1978,08.04.2020,Everly.Leblanc86515@aol.com,Ontario,,+18071758258
150,Owen,Mitchell,male,English,0,No, physical,active,12.08.1973,02.11.2021,Owen.Mitchell39440@aol.com,Nova Scotia,,+17821324664
151,Lily,Bouchard,female,English,0,No, physical,active,16.12.1957,12.05.2020,Lily.Bouchard48802@yahoo.com,Ontario,,+16137843606
152,Riley,Morrison,female,English,0,Yes, physical,active,14.04.1997,11.10.2021,Riley.Morrison4640@aol.com,Newfoundland and Labrador,,+17098663523
153,Aria,Landry,female,French,1,No, physical,active,25.06.1992,09.04.2020,Aria.Landry43878@aol.com,Ontario,2020-11-22,+13656367029
154,Amelia,MacDonald,female,English,1,Yes, physical,active,13.12.1955,29.01.2021,Amelia.MacDonald48295@aol.com,Quebec,,+14389718894
155,Leah,Nadeau,female,English,0,No, physical,active,12.09.1994,08.04.2020,Leah.Nadeau49973@yahoo.com,British Columbia,2021-07-02,+16729984151
156,Isabella,Reynolds,female,French,1,No, physical,active,31.08.1969,23.03.2021,Isabella.Reynolds80482@yahoo.com,Ontario,,+14379225197
157,Isla,Davis,female,English,1,No, physical,active,21.08.1952,23.08.2020,Isla.Davis8848@mail.com,British Columbia,,+16723928635
158,Mia,Reynolds,female,English,0,Yes, physical,active,17.06.1968,22.08.2021,Mia.Reynolds48438@mail.com,Alberta,2020-03-02,+17806375497
159,Ava,Pelletier,female,English,0,No, physical,active,05.12.1978,28.02.2020,Ava.Pelletier73072@gmx.com,Ontario,,+12497389485
160,Mia,Johnson,female,English,1,Yes, physical,active,24.11.1975,06.10.2021,Mia.Johnson49854@gmx.com,Alberta,,+15873811210
161,William,Gauthier,male,English,0,Yes, physical,inactive,07.03.1969,14.07.2021,William.Gauthier48350@yahoo.com,Alberta,,+15871550752
162,Chloe,King,female,French,0,Yes, physical,active,24.08.1977,16.12.2020,Chloe.King61801@yahoo.com,British Columbia,,+12361993337
163,Lily,Patel,female,English,0,No, physical,active,22.02.1997,13.04.2020,Lily.Patel13181@gmx.com,Ontario,2020-09-12,+16475190378
164,Ellie,Bouchard,female,French,0,No, physical,active,17.07.1989,12.06.2020,Ellie.Bouchard85564@mail.com,Ontario,,+14374534833
165,Mateo,Johnson,male,English,1,No, physical,active,07.08.1944,22.01.2021,Mateo.Johnson7287@yahoo.com,British Columbia,,+16724414415
166,Mason,Peters,male,English,0,Yes, physical,active,24.03.1966,08.01.2021,Mason.Peters47434@aol.com,Quebec,,+15142211457
167,Henry,Martin,male,English,1,Yes, physical,active,02.02.1979,28.04.2021,Henry.Martin28909@aol.com,Ontario,,+13431580237
168,Lily,Cote,female,French,0,Yes, physical,active,19.09.1985,18.07.2020,Lily.Cote69220@hotmail.com,Quebec,,+13677661281
169,William,Peters,male,English,0,Yes,business,active,10.01.1979,30.12.2021,William.Peters46796@gmx.com,Ontario,2020-12-07,+13659109507
170,Abigail,Patel,female,Chinese,1,Yes, physical,active,07.02.1980,24.02.2021,Abigail.Patel46974@yahoo.com,Nova Scotia,,+17822489196
171,Abigail,Khan,female,French,1,No,business,active,11.08.1989,16.07.2020,Abigail.Khan43376@mail.com,Ontario,,+16472366466
172,Leah,Lapointe,female,French,0,No, physical,active,20.12.1997,13.07.2020,Leah.Lapointe71742@hotmail.com,Saskatchewan,,+16391061180
173,Avery,Nguyen,female,English,0,No, physical,active,25.04.1980,03.11.2020,Avery.Nguyen12329@aol.com,Ontario,2019-05-09,+15483056444
174,Ellie,Lavoie,female,English,1,Yes,business,active,03.01.1997,08.11.2021,Ellie.Lavoie6361@aol.com,Alberta,,+17807170163
175,Sophia,Campbell,female,English,1,No, physical,active,01.05.2001,18.02.2021,Sophia.Campbell20148@gmail.com,British Columbia,,+16048505856
176,Noah,Campbell,male,English,0,No, physical,active,23.12.1993,16.08.2021,Noah.Campbell91808@yahoo.com,Ontario,,+12265980846
177,Oliver,Nguyen,male,French,0,Yes,business,active,24.02.1953,06.11.2021,Oliver.Nguyen51706@aol.com,Alberta,,+14031152737
178,William,Davis,male,English,1,No, physical,inactive,20.11.1985,13.12.2021,William.Davis61248@gmail.com,Ontario,,+13432391684
179,Theodore,Bouchard,male,French,1,No, physical,active,11.07.1959,20.04.2020,Theodore.Bouchard88143@yahoo.com,Quebec,2020-04-24,+18738251636
180,Mason,Hall,male,French,1,Yes, physical,active,18.03.1940,30.08.2020,Mason.Hall26627@mail.com,Quebec,,+18734212593
181,Noah,Leblanc,male,French,0,No, physical,active,15.03.1983,07.05.2020,Noah.Leblanc55372@yahoo.com,Quebec,,+14509301874
182,Avery,Morin,female,English,1,No, physical,active,17.06.1942,02.12.2021,Avery.Morin82528@hotmail.com,Quebec,,+15141986015
183,Charlotte,Anderson,female,English,0,Yes, physical,active,27.07.1959,23.12.2020,Charlotte.Anderson17853@hotmail.com,Alberta,,+17809290710
184,Leo,Lewis,male,English,0,No, physical,active,09.04.1967,09.02.2020,Leo.Lewis93518@hotmail.com,Alberta,,+18258722990
185,Everly,Fortin,female,English,0,Yes, physical,inactive,22.06.1983,29.04.2020,Everly.Fortin10082@gmx.com,Quebec,,+14383373041
186,Grayson,Girard,male,English,0,No, physical,active,17.06.1990,26.11.2021,Grayson.Girard87425@gmx.com,Nunavut,2021-01-22,+18673921703
187,Avery,Murray,female,English,1,Yes, physical,active,29.12.1969,22.05.2021,Avery.Murray27568@gmx.com,Nova Scotia,,+19024309674
188,Nathan,Harris,male,Chinese,0,Yes, physical,active,27.04.1956,26.11.2020,Nathan.Harris87271@gmx.com,Ontario,,+18071759747
189,Nora,Lapointe,female,English,1,Yes, physical,active,12.11.1974,22.05.2021,Nora.Lapointe15598@mail.com,New Brunswick,,+15061324415
190,Everly,Richard,female,English,0,Yes, physical,active,16.07.1961,01.04.2020,Everly.Richard38414@aol.com,Quebec,2020-08-28,+14504405526
191,Nathan,Reynolds,male,English,0,No, physical,active,11.04.1978,09.03.2020,Nathan.Reynolds4906@hotmail.com,Ontario,,+13434873834
192,Charlie,Martin,female,English,1,No, physical,active,25.01.1996,16.05.2020,Charlie.Martin35817@yahoo.com,New Brunswick,,+15061778158
193,Isla,Ouellet,female,English,0,No, physical,active,28.09.1994,23.12.2021,Isla.Ouellet16733@gmail.com,Ontario,2021-07-10,+15198507935
194,Sophia,Rogen,female,French,0,Yes, physical,active,03.10.1959,02.06.2020,Sophia.Rogen19053@gmail.com,Alberta,,+17806175908
195,Chloe,King,female,English,1,Yes, physical,active,17.10.1997,24.02.2020,Chloe.King19180@gmx.com,Quebec,,+18731106862
196,Henry,Belanger,male,English,0,No, physical,active,07.11.1982,08.07.2021,Henry.Belanger86402@hotmail.com,Quebec,,+15792009743
